id;depart;type;speedFactor;duration;waitingTime;timeLoss;traveltime;walk_depart;departPos;arrival;arrivalPos;walk_duration;routeLength;walk_timeLoss;maxSpeed;walk_waitingTime
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.460.N_end.E_sidewalk__seg1__0.0;2598.00;DEFAULT_PEDTYPE;1.08;473.00;0.00;50.26;473.00;2598.00;0.10;3071.00;0.10;473.00;633.40;50.26;1.50;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.10;2801.00;DEFAULT_PEDTYPE;1.13;271.00;0.00;32.36;271.00;2801.00;177.70;3072.00;0.10;271.00;373.31;32.36;1.56;0.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.0;2482.00;DEFAULT_PEDTYPE;1.02;592.00;102.00;174.46;592.00;2482.00;0.10;3074.00;0.10;592.00;591.52;174.46;1.42;102.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.1;2632.00;DEFAULT_PEDTYPE;1.01;443.00;81.00;120.82;443.00;2632.00;177.70;3075.00;180.90;443.00;451.72;120.82;1.40;81.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.0;2615.00;DEFAULT_PEDTYPE;0.99;464.00;38.00;81.14;464.00;2615.00;177.70;3079.00;180.90;464.00;525.16;81.14;1.37;38.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2691.00;DEFAULT_PEDTYPE;0.91;390.00;0.00;42.78;390.00;2691.00;0.10;3081.00;180.90;390.00;437.36;42.78;1.26;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.14;2799.00;DEFAULT_PEDTYPE;1.03;289.00;0.00;27.86;289.00;2799.00;0.10;3088.00;112.00;289.00;372.92;27.86;1.43;0.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__Node.Main.740.N__seg1__0.0;2537.00;DEFAULT_PEDTYPE;1.13;552.00;64.00;119.68;552.00;2537.00;177.70;3089.00;112.00;552.00;675.74;119.68;1.56;64.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.0;2598.00;DEFAULT_PEDTYPE;1.13;493.00;21.00;70.07;493.00;2598.00;0.10;3091.00;177.70;493.00;661.54;70.07;1.56;21.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.0;2652.00;DEFAULT_PEDTYPE;0.96;440.00;17.00;63.93;440.00;2652.00;0.10;3092.00;180.90;440.00;498.87;63.93;1.33;17.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.7;2592.00;DEFAULT_PEDTYPE;0.73;500.00;72.00;115.60;500.00;2592.00;0.10;3092.00;0.10;500.00;391.66;115.60;1.02;72.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.0;2512.00;DEFAULT_PEDTYPE;0.91;581.00;56.00;112.02;581.00;2512.00;0.10;3093.00;180.90;581.00;591.11;112.02;1.26;56.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__PedEnd.Minor.280.N_end.E_sidewalk__seg1__0.0;2735.00;DEFAULT_PEDTYPE;1.11;359.00;0.00;60.91;359.00;2735.00;177.70;3094.00;0.10;359.00;460.56;60.91;1.54;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.15;2808.00;DEFAULT_PEDTYPE;1.09;288.00;0.00;40.97;288.00;2808.00;0.10;3096.00;112.00;288.00;372.92;40.97;1.51;0.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2560.00;DEFAULT_PEDTYPE;1.19;537.00;36.00;88.69;537.00;2560.00;0.10;3097.00;177.70;537.00;738.10;88.69;1.65;36.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.1;2632.00;DEFAULT_PEDTYPE;0.92;467.00;53.00;101.66;467.00;2632.00;0.10;3099.00;180.90;467.00;466.32;101.66;1.28;53.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.11;2811.00;DEFAULT_PEDTYPE;1.03;290.00;0.00;29.50;290.00;2811.00;177.70;3101.00;0.10;290.00;373.31;29.50;1.43;0.00
pf_PedEnd.Minor.340.N_end.E_sidewalk__Node.Main.740.S__seg1__0.0;2582.00;DEFAULT_PEDTYPE;1.07;519.00;44.00;98.89;519.00;2582.00;0.10;3101.00;0.10;519.00;624.80;98.89;1.49;44.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.1;2634.00;DEFAULT_PEDTYPE;0.89;471.00;25.00;70.64;471.00;2634.00;112.00;3105.00;180.90;471.00;494.06;70.64;1.23;25.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.0;2454.00;DEFAULT_PEDTYPE;1.00;656.00;70.00;129.94;656.00;2454.00;177.70;3110.00;177.70;656.00;732.90;129.94;1.39;70.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;2595.00;DEFAULT_PEDTYPE;1.00;515.00;92.00;135.06;515.00;2595.00;0.10;3110.00;0.10;515.00;527.43;135.06;1.39;92.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.0;2572.00;DEFAULT_PEDTYPE;0.89;538.00;64.00;113.27;538.00;2572.00;0.10;3110.00;0.10;538.00;527.43;113.27;1.24;64.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2492.00;DEFAULT_PEDTYPE;0.92;623.00;108.00;160.78;623.00;2492.00;180.90;3115.00;177.70;623.00;589.20;160.78;1.27;108.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.0;2746.00;DEFAULT_PEDTYPE;1.22;372.00;64.00;99.60;372.00;2746.00;177.70;3118.00;180.90;372.00;461.12;99.60;1.69;64.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.19;2775.00;DEFAULT_PEDTYPE;0.88;343.00;0.00;36.73;343.00;2775.00;177.70;3118.00;0.10;343.00;373.31;36.73;1.22;0.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.1;2804.00;DEFAULT_PEDTYPE;1.20;316.00;54.00;80.40;316.00;2804.00;112.00;3120.00;177.70;316.00;391.66;80.40;1.66;54.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.1;2483.00;DEFAULT_PEDTYPE;0.97;642.00;36.00;100.06;642.00;2483.00;177.70;3125.00;177.70;642.00;732.90;100.06;1.35;36.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.1;2657.00;DEFAULT_PEDTYPE;1.17;471.00;48.00;109.84;471.00;2657.00;0.10;3128.00;177.70;471.00;588.64;109.84;1.63;48.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.0;2611.00;DEFAULT_PEDTYPE;1.02;523.00;46.00;99.65;523.00;2611.00;0.10;3134.00;180.90;523.00;600.51;99.65;1.42;46.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.12;2849.00;DEFAULT_PEDTYPE;1.07;285.00;0.00;33.14;285.00;2849.00;177.70;3134.00;0.10;285.00;373.31;33.14;1.48;0.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__Node.Main.0.N__seg1__0.0;2614.00;DEFAULT_PEDTYPE;1.15;522.00;56.00;106.16;522.00;2614.00;0.10;3136.00;0.10;522.00;666.74;106.16;1.60;56.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.0;2616.00;DEFAULT_PEDTYPE;0.98;521.00;93.00;140.71;521.00;2616.00;177.70;3137.00;180.90;521.00;515.76;140.71;1.36;93.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.0;2718.00;DEFAULT_PEDTYPE;1.11;421.00;67.00;106.33;421.00;2718.00;177.70;3139.00;177.70;421.00;485.30;106.33;1.54;67.00
pf_PedEnd.Minor.340.N_end.W_sidewalk__Node.Main.740.S__seg1__0.0;2466.00;DEFAULT_PEDTYPE;0.84;674.00;77.00;139.52;674.00;2466.00;180.90;3140.00;0.10;674.00;624.22;139.52;1.17;77.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.7;2804.00;DEFAULT_PEDTYPE;1.19;338.00;63.00;100.71;338.00;2804.00;177.70;3142.00;112.00;338.00;391.66;100.71;1.65;63.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.13;2769.00;DEFAULT_PEDTYPE;1.09;376.00;87.00;118.05;376.00;2769.00;0.10;3145.00;0.10;376.00;391.66;118.05;1.52;87.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.N__seg1__0.0;2695.00;DEFAULT_PEDTYPE;0.81;451.00;54.00;94.15;451.00;2695.00;177.70;3146.00;112.00;451.00;401.06;94.15;1.12;54.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.18;2857.00;DEFAULT_PEDTYPE;1.10;290.00;2.00;34.46;290.00;2857.00;0.10;3147.00;0.10;290.00;391.66;34.46;1.53;2.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.11;2817.00;DEFAULT_PEDTYPE;0.90;331.00;0.00;34.05;331.00;2817.00;0.10;3148.00;112.00;331.00;372.92;34.05;1.26;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.12;2829.00;DEFAULT_PEDTYPE;0.99;319.00;0.00;47.57;319.00;2829.00;0.10;3148.00;112.00;319.00;372.92;47.57;1.37;0.00
pf_PedEnd.Minor.340.N_end.W_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;2732.00;DEFAULT_PEDTYPE;0.96;417.00;0.00;42.44;417.00;2732.00;180.90;3149.00;0.10;417.00;497.02;42.44;1.33;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.13;2830.00;DEFAULT_PEDTYPE;0.94;320.00;0.00;33.42;320.00;2830.00;0.10;3150.00;112.00;320.00;372.92;33.42;1.30;0.00
pf_PedEnd.Minor.280.N_end.W_sidewalk__Node.Main.0.N__seg1__0.4;2801.00;DEFAULT_PEDTYPE;1.15;349.00;0.00;57.68;349.00;2801.00;180.90;3150.00;0.10;349.00;466.32;57.68;1.60;0.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.0;2422.00;DEFAULT_PEDTYPE;0.99;728.00;87.00;167.30;728.00;2422.00;112.00;3150.00;0.10;728.00;774.39;167.30;1.38;87.00
pf_PedEnd.Minor.280.S_end.W_sidewalk__Node.Main.0.S__seg1__0.1;2786.00;DEFAULT_PEDTYPE;1.12;365.00;14.00;66.78;365.00;2786.00;0.10;3151.00;112.00;365.00;462.73;66.78;1.55;14.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.12;2747.00;DEFAULT_PEDTYPE;1.05;404.00;92.00;136.71;404.00;2747.00;0.10;3151.00;0.10;404.00;391.66;136.71;1.47;92.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.460.S_end.W_sidewalk__seg1__0.0;2551.00;DEFAULT_PEDTYPE;0.88;601.00;13.00;74.28;601.00;2551.00;0.10;3152.00;0.10;601.00;646.12;74.28;1.23;13.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.0;2565.00;DEFAULT_PEDTYPE;1.03;588.00;10.00;81.62;588.00;2565.00;177.70;3153.00;177.70;588.00;723.50;81.62;1.43;10.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.0;2554.00;DEFAULT_PEDTYPE;0.96;600.00;61.00;116.54;600.00;2554.00;177.70;3154.00;177.70;600.00;643.20;116.54;1.33;61.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.0;2834.00;DEFAULT_PEDTYPE;1.07;320.00;0.00;31.02;320.00;2834.00;177.70;3154.00;0.10;320.00;429.78;31.02;1.49;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.0.S__seg1__0.0;2600.00;DEFAULT_PEDTYPE;1.12;555.00;2.00;68.37;555.00;2600.00;177.70;3155.00;112.00;555.00;756.45;68.37;1.55;2.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.1;2567.00;DEFAULT_PEDTYPE;1.14;588.00;45.00;129.89;588.00;2567.00;177.70;3155.00;177.70;588.00;723.50;129.89;1.58;45.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__Node.Main.740.N__seg1__0.0;2683.00;DEFAULT_PEDTYPE;1.02;473.00;47.00;89.71;473.00;2683.00;180.90;3156.00;112.00;473.00;541.67;89.71;1.41;47.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.740.N__seg1__0.0;2554.00;DEFAULT_PEDTYPE;1.13;602.00;42.00;118.56;602.00;2554.00;177.70;3156.00;112.00;602.00;756.45;118.56;1.56;42.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.0.S__seg1__0.0;2573.00;DEFAULT_PEDTYPE;1.07;587.00;18.00;91.29;587.00;2573.00;0.10;3160.00;112.00;587.00;737.71;91.29;1.49;18.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__Node.Main.740.S__seg1__0.0;2600.00;DEFAULT_PEDTYPE;1.00;561.00;82.00;131.18;561.00;2600.00;180.90;3161.00;0.10;561.00;594.40;131.18;1.38;82.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.0;2739.00;DEFAULT_PEDTYPE;0.93;423.00;61.00;100.91;423.00;2739.00;0.10;3162.00;0.10;423.00;414.60;100.91;1.29;61.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.7;2867.00;DEFAULT_PEDTYPE;1.08;296.00;0.00;34.44;296.00;2867.00;177.70;3163.00;112.00;296.00;391.66;34.44;1.50;0.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.280.S_end.E_sidewalk__seg1__0.0;2693.00;DEFAULT_PEDTYPE;0.81;470.00;1.00;49.25;470.00;2693.00;112.00;3163.00;177.70;470.00;471.77;49.25;1.12;1.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.14;2803.00;DEFAULT_PEDTYPE;0.97;360.00;37.00;69.85;360.00;2803.00;0.10;3163.00;0.10;360.00;391.66;69.85;1.35;37.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.15;2827.00;DEFAULT_PEDTYPE;1.07;336.00;24.00;72.04;336.00;2827.00;0.10;3163.00;0.10;336.00;391.66;72.04;1.48;24.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.17;2850.00;DEFAULT_PEDTYPE;1.06;314.00;2.00;48.62;314.00;2850.00;0.10;3164.00;0.10;314.00;391.66;48.62;1.48;2.00
pf_PedEnd.Minor.400.S_end.W_sidewalk__Node.Main.740.S__seg1__0.1;2709.00;DEFAULT_PEDTYPE;1.00;455.00;21.00;64.98;455.00;2709.00;0.10;3164.00;0.10;455.00;539.20;64.98;1.38;21.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.6;2743.00;DEFAULT_PEDTYPE;0.96;423.00;96.00;129.17;423.00;2743.00;177.70;3166.00;112.00;423.00;391.66;129.17;1.33;96.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.6;2802.00;DEFAULT_PEDTYPE;0.96;364.00;34.00;69.03;364.00;2802.00;177.70;3166.00;112.00;364.00;391.66;69.03;1.33;34.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.2;2805.00;DEFAULT_PEDTYPE;0.89;361.00;7.00;44.19;361.00;2805.00;112.00;3166.00;177.70;361.00;391.66;44.19;1.24;7.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__Node.Main.0.N__seg1__0.0;2577.00;DEFAULT_PEDTYPE;0.95;590.00;32.00;92.61;590.00;2577.00;177.70;3167.00;0.10;590.00;657.80;92.61;1.32;32.00
pf_PedEnd.Minor.280.N_end.W_sidewalk__Node.Main.0.N__seg1__0.2;2787.00;DEFAULT_PEDTYPE;0.99;381.00;1.00;43.02;381.00;2787.00;180.90;3168.00;0.10;381.00;466.32;43.02;1.38;1.00
pf_PedEnd.Main.E_end.N_sidewalk__Node.Main.0.N__seg1__0.0;2458.00;DEFAULT_PEDTYPE;0.93;713.00;48.00;116.25;713.00;2458.00;112.00;3171.00;0.10;713.00;771.05;116.25;1.29;48.00
pf_PedEnd.Minor.280.N_end.W_sidewalk__Node.Main.0.N__seg1__0.3;2798.00;DEFAULT_PEDTYPE;1.04;373.00;1.00;51.52;373.00;2798.00;180.90;3171.00;0.10;373.00;466.32;51.52;1.45;1.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.0.N__seg1__0.0;2510.00;DEFAULT_PEDTYPE;1.04;661.00;61.00;138.71;661.00;2510.00;0.10;3171.00;0.10;661.00;756.45;138.71;1.45;61.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.17;2845.00;DEFAULT_PEDTYPE;0.92;327.00;0.00;35.50;327.00;2845.00;0.10;3172.00;112.00;327.00;372.92;35.50;1.28;0.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__Node.Main.0.S__seg1__0.1;2689.00;DEFAULT_PEDTYPE;0.92;483.00;20.00;67.74;483.00;2689.00;0.10;3172.00;112.00;483.00;532.63;67.74;1.28;20.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__Node.Main.740.N__seg1__0.1;2694.00;DEFAULT_PEDTYPE;0.94;479.00;52.00;100.05;479.00;2694.00;180.90;3173.00;112.00;479.00;494.06;100.05;1.30;52.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.16;2829.00;DEFAULT_PEDTYPE;0.87;344.00;0.00;36.61;344.00;2829.00;0.10;3173.00;112.00;344.00;372.92;36.61;1.21;0.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2612.00;DEFAULT_PEDTYPE;0.80;561.00;0.00;57.68;561.00;2612.00;0.10;3173.00;180.90;561.00;561.07;57.68;1.11;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;2590.00;DEFAULT_PEDTYPE;1.01;583.00;1.00;66.13;583.00;2590.00;0.10;3173.00;0.10;583.00;723.11;66.13;1.40;1.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.16;2840.00;DEFAULT_PEDTYPE;0.94;334.00;0.00;34.23;334.00;2840.00;0.10;3174.00;0.10;334.00;391.66;34.23;1.31;0.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__Node.Main.0.S__seg1__0.1;2513.00;DEFAULT_PEDTYPE;0.91;662.00;77.00;137.57;662.00;2513.00;0.10;3175.00;112.00;662.00;660.71;137.57;1.26;77.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.0;2554.00;DEFAULT_PEDTYPE;0.85;622.00;6.00;68.16;622.00;2554.00;180.90;3176.00;0.10;622.00;655.15;68.16;1.18;6.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.13;2879.00;DEFAULT_PEDTYPE;1.00;298.00;0.00;29.17;298.00;2879.00;177.70;3177.00;0.10;298.00;373.31;29.17;1.39;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.14;2906.00;DEFAULT_PEDTYPE;1.13;271.00;0.00;33.18;271.00;2906.00;177.70;3177.00;0.10;271.00;373.31;33.18;1.57;0.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.0;2493.00;DEFAULT_PEDTYPE;0.84;685.00;23.00;93.26;685.00;2493.00;112.00;3178.00;0.10;685.00;694.47;93.26;1.17;23.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.0;2623.00;DEFAULT_PEDTYPE;1.03;555.00;53.00;114.06;555.00;2623.00;112.00;3178.00;0.10;555.00;630.98;114.06;1.43;53.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.0;2600.00;DEFAULT_PEDTYPE;1.03;580.00;62.00;116.99;580.00;2600.00;0.10;3180.00;180.90;580.00;664.55;116.99;1.44;62.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.8;2872.00;DEFAULT_PEDTYPE;1.01;309.00;0.00;30.52;309.00;2872.00;177.70;3181.00;112.00;309.00;391.66;30.52;1.41;0.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.4;2856.00;DEFAULT_PEDTYPE;0.91;327.00;0.00;32.70;327.00;2856.00;0.10;3183.00;177.70;327.00;373.31;32.70;1.27;0.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__Node.Main.0.S__seg1__0.1;2775.00;DEFAULT_PEDTYPE;0.92;411.00;0.00;41.11;411.00;2775.00;177.70;3186.00;112.00;411.00;471.77;41.11;1.28;0.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2835.00;DEFAULT_PEDTYPE;0.98;352.00;1.00;35.24;352.00;2835.00;0.10;3187.00;177.70;352.00;429.78;35.24;1.36;1.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.0.N__seg1__0.1;2566.00;DEFAULT_PEDTYPE;1.02;623.00;10.00;91.02;623.00;2566.00;0.10;3189.00;0.10;623.00;756.45;91.02;1.42;10.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.460.N_end.E_sidewalk__seg1__0.0;2764.00;DEFAULT_PEDTYPE;1.08;428.00;56.00;96.94;428.00;2764.00;177.70;3192.00;0.10;428.00;495.67;96.94;1.50;56.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.2;2804.00;DEFAULT_PEDTYPE;1.08;389.00;49.00;88.74;389.00;2804.00;177.70;3193.00;180.90;389.00;451.72;88.74;1.50;49.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.1;2729.00;DEFAULT_PEDTYPE;1.26;468.00;84.00;125.59;468.00;2729.00;0.10;3197.00;180.90;468.00;600.51;125.59;1.75;84.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.0;2407.00;DEFAULT_PEDTYPE;0.86;791.00;70.00;143.25;791.00;2407.00;0.10;3198.00;177.70;791.00;774.96;143.25;1.20;70.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.0;2573.00;DEFAULT_PEDTYPE;1.01;626.00;0.00;87.60;626.00;2573.00;112.00;3199.00;177.70;626.00;756.45;87.60;1.41;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.20;2857.00;DEFAULT_PEDTYPE;0.87;344.00;0.00;34.31;344.00;2857.00;177.70;3201.00;0.10;344.00;373.31;34.31;1.21;0.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__Node.Main.740.S__seg1__0.3;2799.00;DEFAULT_PEDTYPE;0.99;403.00;0.00;58.09;403.00;2799.00;0.10;3202.00;0.10;403.00;475.16;58.09;1.38;0.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.340.S_end.E_sidewalk__seg1__0.1;2566.00;DEFAULT_PEDTYPE;0.80;637.00;52.00;109.49;637.00;2566.00;177.70;3203.00;180.90;637.00;589.20;109.49;1.12;52.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__Node.Main.0.S__seg1__0.2;2782.00;DEFAULT_PEDTYPE;0.90;422.00;0.00;43.62;422.00;2782.00;177.70;3204.00;112.00;422.00;471.77;43.62;1.25;0.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.1;2716.00;DEFAULT_PEDTYPE;0.92;490.00;0.00;50.38;490.00;2716.00;0.10;3206.00;180.90;490.00;561.07;50.38;1.28;0.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2650.00;DEFAULT_PEDTYPE;1.10;556.00;109.00;169.46;556.00;2650.00;180.90;3206.00;180.90;556.00;591.72;169.46;1.53;109.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2725.00;DEFAULT_PEDTYPE;1.05;482.00;50.00;102.31;482.00;2725.00;177.70;3207.00;180.90;482.00;555.19;102.31;1.46;50.00
pf_PedEnd.Minor.400.S_end.E_sidewalk__Node.Main.740.S__seg1__0.1;2695.00;DEFAULT_PEDTYPE;0.83;513.00;0.00;51.76;513.00;2695.00;180.90;3208.00;0.10;513.00;530.36;51.76;1.15;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.21;2896.00;DEFAULT_PEDTYPE;0.98;313.00;0.00;39.24;313.00;2896.00;177.70;3209.00;0.10;313.00;373.31;39.24;1.36;0.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2723.00;DEFAULT_PEDTYPE;1.17;486.00;0.00;51.67;486.00;2723.00;177.70;3209.00;0.10;486.00;704.76;51.67;1.62;0.00
pf_PedEnd.Minor.340.N_end.W_sidewalk__PedEnd.Minor.280.N_end.E_sidewalk__seg1__0.1;2803.00;DEFAULT_PEDTYPE;0.82;407.00;0.00;40.39;407.00;2803.00;180.90;3210.00;0.10;407.00;420.03;40.39;1.15;0.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.460.N_end.E_sidewalk__seg1__0.1;2788.00;DEFAULT_PEDTYPE;0.97;422.00;17.00;59.22;422.00;2788.00;0.10;3210.00;0.10;422.00;490.86;59.22;1.35;17.00
