id;depart;type;speedFactor;duration;waitingTime;timeLoss;traveltime;walk_depart;departPos;arrival;arrivalPos;walk_duration;routeLength;walk_timeLoss;maxSpeed;walk_waitingTime
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.2;2994.00;DEFAULT_PEDTYPE;0.89;338.00;0.00;36.55;338.00;2994.00;112.00;3332.00;0.10;338.00;372.92;36.55;1.24;0.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.1;2873.00;DEFAULT_PEDTYPE;1.00;459.00;47.00;99.92;459.00;2873.00;0.10;3332.00;0.10;459.00;500.47;99.92;1.39;47.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.21;3034.00;DEFAULT_PEDTYPE;0.99;302.00;0.00;31.31;302.00;3034.00;0.10;3336.00;112.00;302.00;372.92;31.31;1.38;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.16;3027.00;DEFAULT_PEDTYPE;0.97;309.00;0.00;31.77;309.00;3027.00;0.10;3336.00;112.00;309.00;372.92;31.77;1.35;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.340.N_end.E_sidewalk__seg1__0.1;2822.00;DEFAULT_PEDTYPE;1.03;515.00;60.00;123.85;515.00;2822.00;0.10;3337.00;0.10;515.00;561.95;123.85;1.44;60.00
pf_PedEnd.Minor.400.S_end.W_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.1;2967.00;DEFAULT_PEDTYPE;1.09;371.00;0.00;36.98;371.00;2967.00;0.10;3338.00;0.10;371.00;505.86;36.98;1.51;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2630.00;DEFAULT_PEDTYPE;0.91;708.00;69.00;133.72;708.00;2630.00;0.10;3338.00;0.10;708.00;723.11;133.72;1.26;69.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.340.N_end.E_sidewalk__seg1__0.0;2814.00;DEFAULT_PEDTYPE;1.02;525.00;77.00;130.92;525.00;2814.00;112.00;3339.00;0.10;525.00;557.14;130.92;1.41;77.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.0;2896.00;DEFAULT_PEDTYPE;0.99;446.00;16.00;62.98;446.00;2896.00;177.70;3342.00;180.90;446.00;525.16;62.98;1.37;16.00
pf_PedEnd.Minor.340.N_end.W_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.1;2945.00;DEFAULT_PEDTYPE;1.01;399.00;0.00;43.38;399.00;2945.00;180.90;3344.00;0.10;399.00;497.02;43.38;1.40;0.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.1;2922.00;DEFAULT_PEDTYPE;0.94;423.00;0.00;41.61;423.00;2922.00;0.10;3345.00;180.90;423.00;497.02;41.61;1.30;0.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.2;3054.00;DEFAULT_PEDTYPE;1.21;291.00;21.00;52.89;291.00;3054.00;112.00;3345.00;177.70;291.00;401.06;52.89;1.68;21.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2763.00;DEFAULT_PEDTYPE;0.97;583.00;1.00;59.72;583.00;2763.00;0.10;3346.00;177.70;583.00;704.76;59.72;1.35;1.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.25;3024.00;DEFAULT_PEDTYPE;0.92;322.00;0.00;30.42;322.00;3024.00;177.70;3346.00;0.10;322.00;373.31;30.42;1.28;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.740.S__seg1__0.0;2653.00;DEFAULT_PEDTYPE;1.13;694.00;141.00;200.92;694.00;2653.00;177.70;3347.00;0.10;694.00;774.96;200.92;1.57;141.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.6;3044.00;DEFAULT_PEDTYPE;0.99;303.00;0.00;31.46;303.00;3044.00;112.00;3347.00;0.10;303.00;372.92;31.46;1.37;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.400.S_end.W_sidewalk__seg1__0.0;2806.00;DEFAULT_PEDTYPE;0.97;546.00;80.00;130.21;546.00;2806.00;0.10;3352.00;0.10;546.00;561.95;130.21;1.35;80.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.1;2766.00;DEFAULT_PEDTYPE;1.04;588.00;83.00;136.74;588.00;2766.00;177.70;3354.00;0.10;588.00;652.14;136.74;1.45;83.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.7;3061.00;DEFAULT_PEDTYPE;1.00;298.00;0.00;29.90;298.00;3061.00;112.00;3359.00;0.10;298.00;372.92;29.90;1.39;0.00
pf_PedEnd.Minor.400.S_end.E_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2980.00;DEFAULT_PEDTYPE;1.05;379.00;0.00;38.57;379.00;2980.00;180.90;3359.00;0.10;379.00;497.02;38.57;1.46;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.0;2692.00;DEFAULT_PEDTYPE;1.07;668.00;74.00;137.57;668.00;2692.00;177.70;3360.00;177.70;668.00;789.38;137.57;1.49;74.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.1;2792.00;DEFAULT_PEDTYPE;1.18;568.00;59.00;125.05;568.00;2792.00;0.10;3360.00;0.10;568.00;723.11;125.05;1.63;59.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.1;2934.00;DEFAULT_PEDTYPE;0.98;430.00;100.00;136.48;430.00;2934.00;112.00;3364.00;177.70;430.00;401.06;136.48;1.37;100.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.0;2812.00;DEFAULT_PEDTYPE;1.03;552.00;69.00;122.51;552.00;2812.00;180.90;3364.00;0.10;552.00;617.15;122.51;1.44;69.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.1;3043.00;DEFAULT_PEDTYPE;1.04;322.00;12.00;45.44;322.00;3043.00;112.00;3365.00;177.70;322.00;401.06;45.44;1.45;12.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.16;3006.00;DEFAULT_PEDTYPE;0.83;360.00;0.00;37.33;360.00;3006.00;177.70;3366.00;0.10;360.00;373.31;37.33;1.16;0.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.2;2981.00;DEFAULT_PEDTYPE;1.03;386.00;0.00;39.11;386.00;2981.00;0.10;3367.00;180.90;386.00;497.02;39.11;1.43;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.17;3045.00;DEFAULT_PEDTYPE;0.97;322.00;0.00;45.65;322.00;3045.00;177.70;3367.00;0.10;322.00;373.31;45.65;1.35;0.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__PedEnd.Minor.460.N_end.W_sidewalk__seg1__0.0;3014.00;DEFAULT_PEDTYPE;0.96;356.00;0.00;36.28;356.00;3014.00;180.90;3370.00;177.70;356.00;428.42;36.28;1.34;0.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.1;2990.00;DEFAULT_PEDTYPE;1.06;380.00;0.00;39.34;380.00;2990.00;0.10;3370.00;177.70;380.00;499.68;39.34;1.47;0.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.0;2955.00;DEFAULT_PEDTYPE;1.07;417.00;4.00;61.65;417.00;2955.00;0.10;3372.00;180.90;417.00;530.36;61.65;1.49;4.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.340.S_end.E_sidewalk__seg1__0.1;2978.00;DEFAULT_PEDTYPE;1.09;395.00;6.00;45.72;395.00;2978.00;0.10;3373.00;180.90;395.00;527.07;45.72;1.51;6.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2662.00;DEFAULT_PEDTYPE;0.96;713.00;103.00;164.30;713.00;2662.00;177.70;3375.00;177.70;713.00;732.90;164.30;1.34;103.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.280.N_end.E_sidewalk__seg1__0.0;2870.00;DEFAULT_PEDTYPE;0.90;505.00;50.00;100.98;505.00;2870.00;112.00;3375.00;0.10;505.00;502.89;100.98;1.24;50.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2765.00;DEFAULT_PEDTYPE;1.15;611.00;94.00;157.00;611.00;2765.00;177.70;3376.00;177.70;611.00;723.50;157.00;1.59;94.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.5;3067.00;DEFAULT_PEDTYPE;0.98;309.00;0.00;33.70;309.00;3067.00;0.10;3376.00;177.70;309.00;373.31;33.70;1.36;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.18;3075.00;DEFAULT_PEDTYPE;0.98;304.00;0.00;28.92;304.00;3075.00;177.70;3379.00;0.10;304.00;373.31;28.92;1.36;0.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.400.N_end.E_sidewalk__seg1__0.0;2794.00;DEFAULT_PEDTYPE;0.87;587.00;74.00;128.51;587.00;2794.00;0.10;3381.00;0.10;587.00;551.15;128.51;1.20;74.00
pf_PedEnd.Minor.340.N_end.W_sidewalk__PedEnd.Minor.400.N_end.E_sidewalk__seg1__0.1;3019.00;DEFAULT_PEDTYPE;1.03;363.00;0.00;57.10;363.00;3019.00;180.90;3382.00;0.10;363.00;437.90;57.10;1.43;0.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2822.00;DEFAULT_PEDTYPE;0.89;560.00;0.00;54.25;560.00;2822.00;177.70;3382.00;0.10;560.00;624.46;54.25;1.23;0.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2905.00;DEFAULT_PEDTYPE;1.00;477.00;90.00;141.64;477.00;2905.00;177.70;3382.00;0.10;477.00;466.57;141.64;1.39;90.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.19;3115.00;DEFAULT_PEDTYPE;1.10;272.00;0.00;28.13;272.00;3115.00;0.10;3387.00;112.00;272.00;372.92;28.13;1.53;0.00
pf_PedEnd.Minor.280.N_end.W_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2959.00;DEFAULT_PEDTYPE;0.92;433.00;1.00;45.15;433.00;2959.00;180.90;3392.00;180.90;433.00;493.11;45.15;1.27;1.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.4;3092.00;DEFAULT_PEDTYPE;1.11;302.00;17.00;48.71;302.00;3092.00;112.00;3394.00;177.70;302.00;391.66;48.71;1.55;17.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.0;2793.00;DEFAULT_PEDTYPE;1.11;601.00;43.00;115.76;601.00;2793.00;177.70;3394.00;0.10;601.00;751.25;115.76;1.55;43.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2792.00;DEFAULT_PEDTYPE;1.08;602.00;50.00;111.29;602.00;2792.00;112.00;3394.00;0.10;602.00;737.71;111.29;1.50;50.00
pf_PedEnd.Main.E_end.S_sidewalk__Node.Main.0.S__seg1__0.1;2813.00;DEFAULT_PEDTYPE;1.16;583.00;45.00;103.39;583.00;2813.00;0.10;3396.00;112.00;583.00;771.05;103.39;1.61;45.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;2836.00;DEFAULT_PEDTYPE;1.07;561.00;5.00;62.92;561.00;2836.00;112.00;3397.00;0.10;561.00;737.71;62.92;1.48;5.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.0;2988.00;DEFAULT_PEDTYPE;1.04;412.00;54.00;94.16;412.00;2988.00;0.10;3400.00;177.70;412.00;460.56;94.16;1.45;54.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.740.N__seg1__0.0;2753.00;DEFAULT_PEDTYPE;1.09;651.00;84.00;146.65;651.00;2753.00;177.70;3404.00;112.00;651.00;765.85;146.65;1.52;84.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.3;3017.00;DEFAULT_PEDTYPE;1.04;388.00;79.00;116.23;388.00;3017.00;112.00;3405.00;177.70;388.00;391.66;116.23;1.44;79.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.340.S_end.E_sidewalk__seg1__0.0;2891.00;DEFAULT_PEDTYPE;0.99;514.00;69.00;120.10;514.00;2891.00;112.00;3405.00;180.90;514.00;541.67;120.10;1.38;69.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.1;3023.00;DEFAULT_PEDTYPE;1.02;382.00;34.00;87.20;382.00;3023.00;112.00;3405.00;0.10;382.00;419.40;87.20;1.42;34.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__Node.Main.0.S__seg1__0.1;2930.00;DEFAULT_PEDTYPE;1.06;478.00;57.00;108.72;478.00;2930.00;180.90;3408.00;112.00;478.00;541.67;108.72;1.47;57.00
pf_PedEnd.Main.E_end.S_sidewalk__Node.Main.0.S__seg1__0.3;2870.00;DEFAULT_PEDTYPE;1.20;539.00;1.00;77.76;539.00;2870.00;0.10;3409.00;112.00;539.00;771.05;77.76;1.67;1.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.21;3034.00;DEFAULT_PEDTYPE;1.09;375.00;83.00;115.55;375.00;3034.00;0.10;3409.00;0.10;375.00;391.66;115.55;1.51;83.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.1;2926.00;DEFAULT_PEDTYPE;1.12;486.00;65.00;107.49;486.00;2926.00;0.10;3412.00;180.90;486.00;591.11;107.49;1.56;65.00
pf_PedEnd.Minor.280.S_end.W_sidewalk__Node.Main.740.S__seg1__0.1;2836.00;DEFAULT_PEDTYPE;1.03;576.00;60.00;110.74;576.00;2836.00;0.10;3412.00;0.10;576.00;666.74;110.74;1.43;60.00
pf_PedEnd.Minor.280.N_end.W_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.0;3019.00;DEFAULT_PEDTYPE;0.96;395.00;16.00;56.21;395.00;3019.00;180.90;3414.00;177.70;395.00;451.72;56.21;1.33;16.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__Node.Main.0.N__seg1__0.4;3037.00;DEFAULT_PEDTYPE;1.07;377.00;15.00;57.39;377.00;3037.00;0.10;3414.00;0.10;377.00;475.16;57.39;1.49;15.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.21;3126.00;DEFAULT_PEDTYPE;1.08;289.00;0.00;29.05;289.00;3126.00;0.10;3415.00;0.10;289.00;391.66;29.05;1.51;0.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.11;3014.00;DEFAULT_PEDTYPE;1.00;403.00;89.00;121.68;403.00;3014.00;177.70;3417.00;112.00;403.00;391.66;121.68;1.39;89.00
pf_PedEnd.Minor.400.S_end.W_sidewalk__Node.Main.740.N__seg1__0.0;2936.00;DEFAULT_PEDTYPE;1.04;482.00;40.00;88.60;482.00;2936.00;0.10;3418.00;112.00;482.00;566.94;88.60;1.44;40.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.280.S_end.E_sidewalk__seg1__0.1;2904.00;DEFAULT_PEDTYPE;0.97;516.00;0.00;50.76;516.00;2904.00;0.10;3420.00;177.70;516.00;624.46;50.76;1.34;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.20;3121.00;DEFAULT_PEDTYPE;0.99;300.00;0.00;28.32;300.00;3121.00;0.10;3421.00;112.00;300.00;372.92;28.32;1.37;0.00
pf_PedEnd.Main.E_end.S_sidewalk__Node.Main.0.N__seg1__0.0;2633.00;DEFAULT_PEDTYPE;0.98;788.00;132.00;200.55;788.00;2633.00;0.10;3421.00;0.10;788.00;799.17;200.55;1.36;132.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.4;3057.00;DEFAULT_PEDTYPE;0.90;367.00;15.00;53.22;367.00;3057.00;0.10;3424.00;0.10;367.00;391.66;53.22;1.25;15.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__Node.Main.740.N__seg1__0.2;2931.00;DEFAULT_PEDTYPE;0.96;494.00;42.00;88.72;494.00;2931.00;180.90;3425.00;112.00;494.00;541.67;88.72;1.34;42.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.0;2750.00;DEFAULT_PEDTYPE;1.03;678.00;88.00;150.50;678.00;2750.00;112.00;3428.00;177.70;678.00;756.45;150.50;1.43;88.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.400.N_end.E_sidewalk__seg1__0.0;2773.00;DEFAULT_PEDTYPE;0.87;657.00;134.00;189.81;657.00;2773.00;177.70;3430.00;0.10;657.00;565.57;189.81;1.21;134.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.0.S__seg1__0.2;2697.00;DEFAULT_PEDTYPE;0.93;734.00;58.00;150.25;734.00;2697.00;177.70;3431.00;112.00;734.00;756.45;150.25;1.30;58.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.20;3078.00;DEFAULT_PEDTYPE;0.93;353.00;14.00;49.88;353.00;3078.00;0.10;3431.00;0.10;353.00;391.66;49.88;1.29;14.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.20;3106.00;DEFAULT_PEDTYPE;0.92;325.00;0.00;31.73;325.00;3106.00;177.70;3431.00;0.10;325.00;373.31;31.73;1.27;0.00
pf_PedEnd.Minor.280.S_end.W_sidewalk__Node.Main.740.S__seg1__0.0;2768.00;DEFAULT_PEDTYPE;0.94;663.00;93.00;151.44;663.00;2768.00;0.10;3431.00;0.10;663.00;666.74;151.44;1.30;93.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__PedEnd.Minor.280.N_end.E_sidewalk__seg1__0.0;2861.00;DEFAULT_PEDTYPE;0.96;570.00;69.00;118.41;570.00;2861.00;180.90;3431.00;0.10;570.00;600.56;118.41;1.33;69.00
pf_PedEnd.Minor.400.N_end.E_sidewalk__PedEnd.Minor.280.S_end.E_sidewalk__seg1__0.0;2858.00;DEFAULT_PEDTYPE;0.96;574.00;22.00;79.58;574.00;2858.00;0.10;3432.00;177.70;574.00;658.74;79.58;1.33;22.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.0;2876.00;DEFAULT_PEDTYPE;0.86;557.00;36.00;88.94;557.00;2876.00;112.00;3433.00;180.90;557.00;558.10;88.94;1.19;36.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.460.N_end.E_sidewalk__seg1__0.0;2843.00;DEFAULT_PEDTYPE;0.91;590.00;17.00;78.59;590.00;2843.00;0.10;3433.00;0.10;590.00;649.71;78.59;1.27;17.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.0;2585.00;DEFAULT_PEDTYPE;0.87;849.00;140.00;214.29;849.00;2585.00;0.10;3434.00;0.10;849.00;769.59;214.29;1.21;140.00
pf_PedEnd.Minor.400.S_end.E_sidewalk__Node.Main.740.S__seg1__0.2;2935.00;DEFAULT_PEDTYPE;0.92;501.00;38.00;85.17;501.00;2935.00;180.90;3436.00;0.10;501.00;530.36;85.17;1.28;38.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.740.N__seg1__0.1;2727.00;DEFAULT_PEDTYPE;0.92;710.00;48.00;117.87;710.00;2727.00;177.70;3437.00;112.00;710.00;756.45;117.87;1.28;48.00
pf_PedEnd.Main.E_end.S_sidewalk__Node.Main.0.S__seg1__0.0;2789.00;DEFAULT_PEDTYPE;1.05;648.00;40.00;116.80;648.00;2789.00;0.10;3437.00;112.00;648.00;771.05;116.80;1.45;40.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__Node.Main.0.N__seg1__0.3;3004.00;DEFAULT_PEDTYPE;0.91;433.00;13.00;56.56;433.00;3004.00;0.10;3437.00;0.10;433.00;475.16;56.56;1.26;13.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.22;3138.00;DEFAULT_PEDTYPE;1.06;299.00;2.00;33.99;299.00;3138.00;0.10;3437.00;0.10;299.00;391.66;33.99;1.48;2.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.21;3133.00;DEFAULT_PEDTYPE;0.99;308.00;1.00;37.22;308.00;3133.00;177.70;3441.00;0.10;308.00;373.31;37.22;1.38;1.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.22;3096.00;DEFAULT_PEDTYPE;0.91;345.00;0.00;34.88;345.00;3096.00;0.10;3441.00;0.10;345.00;391.66;34.88;1.26;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.26;3156.00;DEFAULT_PEDTYPE;1.07;285.00;0.00;33.12;285.00;3156.00;177.70;3441.00;0.10;285.00;373.31;33.12;1.48;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.22;3149.00;DEFAULT_PEDTYPE;1.05;293.00;0.00;36.36;293.00;3149.00;177.70;3442.00;0.10;293.00;373.31;36.36;1.45;0.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.460.N_end.E_sidewalk__seg1__0.0;3130.00;DEFAULT_PEDTYPE;1.10;313.00;0.00;30.92;313.00;3130.00;177.70;3443.00;0.10;313.00;429.78;30.92;1.52;0.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.6;3151.00;DEFAULT_PEDTYPE;1.01;295.00;0.00;28.33;295.00;3151.00;0.10;3446.00;177.70;295.00;373.31;28.33;1.40;0.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.1;3119.00;DEFAULT_PEDTYPE;1.08;328.00;0.00;34.91;328.00;3119.00;177.70;3447.00;177.70;328.00;438.82;34.91;1.50;0.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.1;2938.00;DEFAULT_PEDTYPE;0.98;511.00;0.00;53.80;511.00;2938.00;177.70;3449.00;0.10;511.00;624.46;53.80;1.37;0.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.19;3012.00;DEFAULT_PEDTYPE;0.85;438.00;65.00;104.48;438.00;3012.00;0.10;3450.00;0.10;438.00;391.66;104.48;1.17;65.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.8;3157.00;DEFAULT_PEDTYPE;1.01;294.00;0.00;28.93;294.00;3157.00;0.10;3451.00;177.70;294.00;373.31;28.93;1.41;0.00
pf_PedEnd.Minor.340.N_end.W_sidewalk__Node.Main.740.N__seg1__0.1;2882.00;DEFAULT_PEDTYPE;0.84;574.00;0.00;56.67;574.00;2882.00;180.90;3456.00;112.00;574.00;605.71;56.67;1.17;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.22;3125.00;DEFAULT_PEDTYPE;0.90;332.00;0.00;34.29;332.00;3125.00;0.10;3457.00;112.00;332.00;372.92;34.29;1.25;0.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.2;3044.00;DEFAULT_PEDTYPE;1.04;414.00;53.00;90.70;414.00;3044.00;0.10;3458.00;180.90;414.00;466.32;90.70;1.44;53.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__Node.Main.740.S__seg1__0.1;2958.00;DEFAULT_PEDTYPE;0.97;500.00;1.00;52.14;500.00;2958.00;0.10;3458.00;0.10;500.00;603.24;52.14;1.35;1.00
pf_PedEnd.Minor.280.S_end.W_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.1;3040.00;DEFAULT_PEDTYPE;0.86;419.00;1.00;42.29;419.00;3040.00;0.10;3459.00;0.10;419.00;448.13;42.29;1.19;1.00
pf_PedEnd.Main.E_end.N_sidewalk__Node.Main.0.N__seg1__0.2;2606.00;DEFAULT_PEDTYPE;0.81;854.00;89.00;167.35;854.00;2606.00;112.00;3460.00;0.10;854.00;771.05;167.35;1.12;89.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.400.S_end.W_sidewalk__seg1__0.0;3026.00;DEFAULT_PEDTYPE;1.22;438.00;43.00;88.48;438.00;3026.00;0.10;3464.00;0.10;438.00;591.47;88.48;1.69;43.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.1;2816.00;DEFAULT_PEDTYPE;0.89;650.00;3.00;79.22;650.00;2816.00;0.10;3466.00;177.70;650.00;704.76;79.22;1.23;3.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.1;2984.00;DEFAULT_PEDTYPE;1.02;482.00;38.00;85.74;482.00;2984.00;0.10;3466.00;0.10;482.00;560.76;85.74;1.42;38.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.400.S_end.W_sidewalk__seg1__0.0;3061.00;DEFAULT_PEDTYPE;1.01;405.00;0.00;42.77;405.00;3061.00;0.10;3466.00;0.10;405.00;505.86;42.77;1.40;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.27;3166.00;DEFAULT_PEDTYPE;1.03;302.00;0.00;40.49;302.00;3166.00;177.70;3468.00;0.10;302.00;373.31;40.49;1.43;0.00
pf_PedEnd.Minor.400.S_end.E_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.0;3135.00;DEFAULT_PEDTYPE;1.21;333.00;0.00;35.61;333.00;3135.00;180.90;3468.00;0.10;333.00;501.40;35.61;1.69;0.00
